Date,Open,High,Low,Close,Volume,MA5,MA10,MA20,Daily_Change,Daily_Return,Day_Range,Day_of_Week,Target_Price,Target_Direction
2023-02-13,1068.293381324993,1072.7670546240695,1056.127767130611,1060.6014404296875,10352493.0,1065.8192138671875,1065.237158203125,1085.8514038085937,-7.691940895305606,-0.5691914933354525,16.639287493458596,0,1085.5947265625,1
2023-02-14,1063.6144381671827,1087.329376978281,1060.738487756277,1085.5947265625,14321920.0,1072.41103515625,1066.3441772460938,1084.344970703125,21.980288395317302,2.3565201007728964,26.59088922200408,1,1110.1768798828125,1
2023-02-15,1084.6358877756606,1112.5735854842064,1083.2664969637603,1110.1768798828125,33503591.0,1079.7149658203125,1070.5462158203125,1083.275616455078,25.54099210715185,2.26439505635323,29.307088520446086,2,1109.3095703125,0
2023-02-16,1118.1656324865594,1124.7163944448257,1107.0270912647763,1109.3095703125,17264487.0,1086.47109375,1075.252685546875,1082.2564880371094,-8.856062174059389,-0.0781235482407161,17.689303180049365,3,1113.9429931640625,1
2023-02-17,1104.7217922905263,1117.2754874405753,1100.4306882070916,1113.9429931640625,11809520.0,1095.9251220703125,1080.3289306640625,1081.5295166015626,9.22120087353619,0.41768528601597854,16.844799233483627,4,1102.16552734375,0
2023-02-20,1116.13425652598,1118.3026298698114,1100.2025445254703,1102.16552734375,8836937.0,1104.237939453125,1085.0285766601562,1080.8847229003907,-13.968729182229936,-1.0572772478113612,18.100085344341096,0,1111.158447265625,1
2023-02-21,1106.547846833629,1116.9558691842672,1101.22954869757,1111.158447265625,13311592.0,1109.35068359375,1090.880859375,1080.9714599609374,4.61060043199609,0.815931881261811,15.726320486697205,1,1085.959716796875,0
2023-02-22,1107.4379365148654,1109.2866925279875,1084.2022454513722,1085.959716796875,11024335.0,1104.5072509765625,1092.1111083984374,1080.1257934570312,-21.47821971799044,-2.267789128612563,25.084447076615334,2,1080.755615234375,0
2023-02-23,1085.5489053785018,1093.1952035465454,1077.948249542989,1080.755615234375,9851910.0,1098.7964599609375,1092.6337768554688,1079.782275390625,-4.793290144126786,-0.4792168145840492,15.246954003556311,3,1088.1510009765625,1
2023-02-24,1082.810002251087,1093.8344379808216,1080.9840672539892,1088.1510009765625,9434053.0,1093.6380615234375,1094.781591796875,1080.8402038574218,5.340998725475401,0.6842791874445808,12.850370726832352,4,1080.91552734375,0
2023-02-27,1087.3750050988056,1090.8672478016565,1073.543202799622,1080.91552734375,11199715.0,1089.3880615234375,1096.8130004882812,1081.025079345703,-6.459477755055559,-0.6649328655966902,17.32404500203461,0,1060.2362060546875,0
2023-02-28,1075.5516247048563,1080.5274845520237,1056.1734344203933,1060.2362060546875,21994038.0,1079.20361328125,1094.2771484375,1080.3106628417968,-15.315418650168795,-1.913130190652368,24.3540501316304,1,1069.982421875,1
2023-03-01,1070.0280642112666,1070.712820002187,1060.5557097259696,1069.982421875,11551145.0,1076.008154296875,1090.2577026367187,1080.4019592285156,-0.04564233626661007,0.9192494808849982,10.157110276217509,2,1061.833984375,0
2023-03-02,1066.8326656493814,1073.5203549354069,1059.802538079039,1061.833984375,9333535.0,1072.223828125,1085.5101440429687,1080.381414794922,-4.998681274381397,-0.7615487257931708,13.71781685636779,3,1088.927001953125,1
2023-03-03,1072.3789987479977,1092.6018137297042,1068.909698230002,1088.927001953125,14643807.0,1072.3790283203125,1083.008544921875,1081.6687377929688,16.548003205127316,2.5515304630292057,23.69211549970214,4,1099.5633544921875,1
2023-03-06,1095.5918675399987,1106.8216933590495,1095.5918675399987,1099.5633544921875,10171916.0,1076.10859375,1082.7483276367188,1083.8884521484374,3.9714869521887977,0.9767736974090058,11.229825819050802,0,1103.5120849609375,1
2023-03-08,1099.5632986303583,1104.265304210858,1088.7443751303776,1103.5120849609375,15782657.0,1084.76376953125,1081.98369140625,1086.432275390625,3.948786330579196,0.3591180492345192,15.5209290804803,2,1076.98974609375,0
2023-03-09,1102.8960014079455,1103.3067824873158,1075.0953474005576,1076.98974609375,16235128.0,1086.165234375,1081.0866943359374,1086.5989013671874,-25.906255314195505,-2.4034479756627536,28.21143508675823,3,1060.3046875,0
